name,id,bio
Blondshell,7qrEXiLLnWkkYHhadZ1Oij,"Blondshell is the angriest and most vulnerable side of LA-based singer/songwriter Sabrina Teitelbaum, drawing inspiration from music legends and her queer identity. With confessional lyricism and uncompromising truth, she sings about getting saved and finding hope through wailing guitars and undeniable hooks. (Summarized by ChatGPT)"
Bedouine,6IiZemRMna678qNhiRkYI5,"Azniv Korkejian, known by her stage name Bedouine, is a Syrian-American musician. She has lived in a number of cities and countries, including Saudi Arabia, Houston, Syria, and Boston."
Kita Alexander,3CGuwWgoCYSO5Z72H5G2Ec,"Kita Alexander, an Australian surfer girl, left school to play in pubs and found a manager through Google. She draws inspiration from Fleetwood Mac, Joni Mitchell, and others, and signed with Atlantic Records in 2015. Her EP, Like You Want To, was released later that year. (Summarized by ChatGPT)"
Julia Jacklin,12fRkVfO2fUsz1QHgDAG3g,"Australian singer-songwriter Julia Jacklin merges dream pop and soft rock flavors, featuring a uniquely intimate sound with candid lyricism. With two albums under her belt, she is known for her gentle and minimalist sound. She also performs as the lead vocalist of Phantastic Ferniture, which has a more playful and rock-oriented vibe. (Summarized by ChatGPT)"
Tomberlin,0jzaoSt5gOC04OWBqN78VS,"Sarah Beth Tomberlin is a singer-songwriter from Jacksonville, Florida, who grew up in southern Illinois. She began singing in church and went to a private Christian school. At 17, she dropped out and began questioning her faith and identity. At 19, she wrote “Tornado” on her parents' piano and began to develop confidence in her music, eventually writing enough songs to fill an album at 20. (Summarized by ChatGPT)"
Boyish,6VgPyGeGO86DztjK7GCYT3,"Boyish are a band from Brooklyn, NY, made up of Claire Altendahl and India Shore. According to their Spotify bio, they write, record and produce their own music from their bedrooms."
FLETCHER,5qa31A9HySw3T7MKWI9bGg,"FLETCHER is a New Jersey born musician who began singing at the age of 6. After auditioning for The X Factor US, she became a solo artist in 2015 under the stage name FLETCHER, and debuted her first single ""War Paint"". Her success continued with the release of ""Wasted Youth"" and ""Undrunk"" after signing with Capitol Records. (Summarized by ChatGPT)"
Molly Burch,6bEYoIUTLdcs4lZBNVw5L5,"Molly Burch is an American singer/songwriter from Los Angeles, currently based in Austin.  In 2017 she released her debut album Please Be Mine for Captured Tracks."
Sophie Holohan,4kpaI92KQcPABQj9qxIopw,
SASAMI,4pdoRs7yHNXakMobf8M9Oz,"Sasami is a trained American singer-songwriter, composer, producer, and multi-instrumentalist known for her time in Cherry Glazerr. She has contributed to many other artists' recordings and scored for films and commercials. She made her solo debut in April 2018 with the song ""Callous."" (Summarized by ChatGPT)"
U.S. Girls,3AHFDfqhSqPBecjQDIOIJA,The project of Canadian-American artist Meghan Remy.
girlhouse,7AWyYXZ5tIc0xNSfKLD3QX,"Lauren Luiz, or more well known as girlhouse, is a musician. Her music can best be described as bedroom pop with self analytical lyrics."
Rosie Darling,6kDXH8d9LugUAsHIozzDAI,"21-year-old singer-songwriter Rosie is known for her raw and honest approach to music, wanting to create a safe space for listeners. Her hit breakup ballad ""Never the 1"" amassed over 15 million views on TikTok, showcasing her songwriting skills. Rosie turns negative experiences into motivation and is an environmentalist, mental health advocate, guitarist, vocal producer, and major-label recording artist signed to Arista Records. She credits her family as her biggest supporters and is preparing to release her debut EP, featuring 90 self-written songs. (Summarized by ChatGPT)"
Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,"Cavetown is the stage name of Robin Skinner, a singer-songwriter from Cambridge, England. They have released six albums, two EPs, and six singles, and have collaborated with mxmtoon and Chloe Moriondo. They have toured internationally and on their own, and their sixth studio album, Sleepyhead, was released in March 2020. Their latest album, worm food, was released in November 2022, and they launched their biggest live tour in 2023. (Summarized by ChatGPT)"
Lauren Weintraub,0eYsDVXAe2mc4F8QrBLHAq,This artist doesn't have a bio yet! Stay tuned...
Madison McFerrin,02zPEtdzUWnPToEVLRiQ7e,"Madison McFerrin, daughter of Bobby McFerrin, uses intricate vocal loops and percussive backing vocals to create textured soul music. Her debut EP, Finding Foundations: Vol. I, delved into heartache, self-care, and romance, with subsequent EP Finding Foundations: Vol. II exploring joy and bubbling rhythms on new single “Insane.” (Summarized by ChatGPT)"
Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,"Sophie Regina Allison (born May 27th, 1997), better known by her stage name Soccer Mommy, is an American singer-songwriter from Nashville, Tennessee.  Born in Zürich, Switzerland and raised in Nashville, Allison wrote music while in college in New York and independently released a slew of EPs. In 2017, she signed to Fat Possum Records and released Collection, a compilation of some of those songs. On March 2nd, 2018, she released a full-length album titled Clean, containing all-new material."
Charlotte Day Wilson,3GQboECxDT1xqPPWC30p7v,"Charlotte Day Wilson is a Toronto-based singer/songwriter, producer and multi-instrumentalist."
Hope Tala,74CcYmmNeHKe5PrZaISk8e,"Hope Tala is a singer-songwriter from London whose music genres range from R&B, alternative pop, and neo soul. Her debut single ""Blue"" and ""Sensitive Soul"" were released while she was still studying. Her most popular single, ""Lovestained,"" was featured on the Rolling Stones' 50 Best Songs of 2019 list. Her third studio EP, Girl Eats Sun, was released in 2020 after the success of her tracks ""All My Girls Like To Fight"" and ""Crazy,"" which was one of Barack Obama's favorite songs of the year. (Summarized by ChatGPT)"
Zolita,7nnTzZ5tZrPx14iDnmjksU,This artist doesn't have a bio yet! Stay tuned...
Angel Olsen,6mKqFxGMS5TGDZI3XkT5Rt,"Angel Olsen (born January 22, 1987) is an American singer-songwriter and musician from St. Louis, Missouri who currently lives in Asheville, North Carolina. Her music contains elements of traditional folk and indie rock. She has recorded and toured as a backing singer with Bonnie “Prince” Billy and the Cairo Gang, before embarking on her own career."
Alexa Cappelli,3L733apFuBmRr4GEVvhh9x,"Alexa Cappelli, a 22-year-old California-born and raised singer/songwriter, released her debut EP, The Colors That Make You in 2019, followed by successful singles including ""SAY SOMETHING"" and ""Forbidden,"" which gained popularity through TikTok and social media. Alexa aims to connect with her listeners through truthful lyrics and heartfelt melodies. (Summarized by ChatGPT)"
VÉRITÉ,1Fr6agZ6iSM5Ynn2k4C8sc,"VÉRITÉ is a New York-based American singer-songwriter who self-released her debut single ""Strange Enough"" in July 2014, and her debut EP, Echo EP, in October 2014. She stated that she does not worry about the genre of her music and instead focuses on building off the story of the melody and lyrics. (Summarized by ChatGPT)"
Haley Joelle,4pZOG8ump4odtJJA4Cy7S8,This artist doesn't have a bio yet! Stay tuned...
Baby Queen,4VqlewwKZJoIcA88PYHUDd,"Baby Queen is a London-based indie-pop alternative musician who gained prominence through her single ""Internet Religion"" featured in Spotify's ""New Music Friday"" and ""Hot New Bands"" playlists. She has a witty sense of humor and is knowledgeable about Taylor Swift facts, but also has dubious beliefs, which may make social situations uncomfortable. (Summarized by ChatGPT)"
boygenius,1hLiboQ98IQWhpKeP9vRFw,"boygenius is a supergroup formed in 2018 by American alt-rock singers-songwriters Julien Baker, Phoebe Bridgers, and Lucy Dacus.  In 2018, boygenius released their self-titled EP on Matador Records, the home label of Baker and Dacus. Their first full-length album, the record, was released under Interscope Records in March 2023."
Hatchie,3d7MqowTZa2bC5iy1JXLLt,This artist doesn't have a bio yet! Stay tuned...
Suki Waterhouse,5GGJosGMs08YEmKTZJe1fL,"Alice Suki Waterhouse (b. January 5, 1992) is an English model, actress and entrepreneur.  Her first track, “Stoned,” was recorded in 2009, but her first official music debut was in 2016 with the track “Brutally.”  She was discovered by a modelling agency in London at just age 16, and within three years, she had already landed a campaign with Marks & Spencer. Since then, she has appeared on the covers of British, Korean, Thai, Taiwanese and Turkish Vogue."
Yazmin Lacey,2datC2OML2YxykP6vnDRmg,"Yazmin Lacey is a soul and jazz artist hailing from the United Kingdom. She has found success through performances on Jazz FM, BBC Radio 4, 1Xtra and NTS and has received acclaim from numerous airwaves including BBC Radio 2, BBC 6 Music, Worldwide FM and Mi Soul.  Her debut EP, Black Moon, was lauded by members of Bandcamp calling Yazmin “the next figure in soul music”.  She then released a follow-up EP titled When The Sun Dips 90 Degrees on June 22nd, 2018."
Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,"Rapper Rico Nasty, born in D.C. in 1997, grew up in Maryland and gained popularity in mid-2016 with hit songs like ""iCarly"" and ""Hey Arnold"". Lil Yachty remixed ""Hey Arnold"", boosting Rico's career and bringing her closer to being a XXL Freshman. (Summarized by ChatGPT)"
girlpuppy,2dV0D4uKMB4c8VhYHzt360,"Becca Harvey, aka girlpuppy, was working as a bakery cashier when she finished writing her music due to the pandemic. Her success with her song 'For You' led to her upcoming EP, titled Swan, which features lovelorn songs that were written over one pandemic summer with the help of collaborator Marshall Vore. The EP will release on August 20th. (Summarized by ChatGPT)"
Jess Williamson,784kOgkd1H6jU4KgPMYHi9,"Born in Texas, the USA, jess Williamson got into music in her college years where after photographing school bands for a number of years, she picked up the banjo and began composing home recordings. In 2018 she released her first album, Cosmic Wink, inspired by her recent move to Los Angeles. Her music has since then grown from her country roots  into something exquisite, powerful, vulnerable and unique."
Katy Kirby,3ZH4IYVc5qVlKyJoZhGpwy,"Katy Kirby is a songwriter and indie rock practitioner with an affinity for unspoken rules, misunderstanding, and boredom. She was born, raised, and homeschooled by two ex-cheerleaders in small-town Texas and started singing in church, amidst the pasteurized-pop choruses of evangelical worship, about which she shares acute perceptions."
Allie Crow Buckley,4zWJqtFs82kB6LSMY20ggp,"Allie Crow Buckley’s music is of the high-lonesome, Pacific variety – a product of her lifelong love of sounds she heard in her roving family’s many homes. Born in Haight-Ashbury, San Francisco in ’93, the Pacific Ocean has always been her backyard. Her twenty-five years have been spent in Mendocino, New Zealand, Venice Beach, and Malibu, the strange beach town on the edge of Los Angeles where she wrote the songs you hear today."
Wallice,6d6ts87Fxm1EdULf4CaLw4,"Wallice Hana Watanabe (born 1999), professionally known as Wallice, is a Japanese American singer, songwriter, producer known for her 2020 debut single “Punching Bag”.  Wallice is currently as of March 2022 signed to Dirty Hit, a London independent record label.  Both her Soundcloud and Spotify feature her description as:  Jazz School Dropout"
Joy Crookes,5XMyhVhi5ZN2pi0Qwi1zXS,"Joy Crookes is a British singer-songwriter with Bangladeshi and Irish roots. She began playing music at thirteen, gaining recognition with her cover of Ray Charles' ""Hit The Road Jack"" on YouTube. Crookes has released three singles, three EPs and her debut album Skin in 2021. Besides music, she is also an activist for social issues. Her soulful vocals and songwriting have drawn comparisons to Amy Winehouse and Lauryn Hill. (Summarized by ChatGPT)"
Jay Som,1wmiQ6ytATiGnJs6uFluKO,"Jay Som (a moniker meaning “Victory Moon”) is Melina Duterte, an LA-based songwriter, multi-instrumentalist, and producer."
mxmtoon,0HthCchcL0kVLHTr113Vk1,"mxmtoon is a singer-songwriter and ukulele player from Oakland with a large online following. Her music covers themes such as friendship, romance, identity, and teenage insecurities, and features elements of indie and bedroom pop. Her debut EP, plum blossom, and debut full-length album, the masquerade, were released in 2018 and 2019, respectively. (Summarized by ChatGPT)"
Oh Pep!,3L9rqEIsNSaOcx2QIstn7v,This artist doesn't have a bio yet! Stay tuned...
Empress Of,5QuBVnBPEzwYvFrgBbwpmU,"Empress Of is the solo project of New York based singer-songwriter Lorely Rodriguez.  She gained attention in 2012 for anonymously releasing a series of 1 minute-long demos, via YouTube, prefaced only by a solid color entitled “Colorminutes”.  Her debut album Me was released on 11 September 2015. It was recorded in Mexico City."
Hurray For The Riff Raff,2xLEV2jDreAOcpJXFNoXyt,"Hurray for the Riff Raff is an American folk-blues and Americana band from New Orleans, Louisiana."
Caroline Rose,06W84OT2eFUNVwG85UsxJw,"Caroline Rose is a witty and eccentric New York-based singer, songwriter, and producer who got her start by hosting a GoFundMe for her debut album. She pivoted from Americana/folk to indie- and pop-influenced production on her breakout release, ""Loner,"" and continued this sound on her conceptual album ""Superstar."" Her upcoming album appears to feature a more orchestrated and ambient style. (Summarized by ChatGPT)"
Lydia Luce,5e1SaJPn6U7YpOrNTkW1jH,This artist doesn't have a bio yet! Stay tuned...
Julien Baker,12zbUHbPHL5DGuJtiUfsip,"Julien Baker is a singer-songwriter and guitarist from Memphis, Tennessee, known for her solo work, including the album Sprained Ankle, and as a member of the band Forrister. She is also part of the super-group boygenius, along with Phoebe Bridgers and Lucy Dacus. (Summarized by ChatGPT)"
Wilma Laverne Miner,5f7gSCzm2HHLDFWrkqZFgm,This artist doesn't have a bio yet! Stay tuned...
Orla Gartland,3ajf12ub55b51qcS94d9Co,"Orla Gartland is an alternative pop artist from Dublin, known for writing the BTS song “134340” and her break-out single, “I Go Crazy”. Gartland gained popularity for posting cover songs on YouTube before releasing her debut EP, Roots, in 2013. In 2020, she released her newest EP Freckle Season comprised of five tracks. (Summarized by ChatGPT)"
Blu DeTiger,5NyCIBCeU080ynEj33S4hC,"Blu DeTiger, otherwise known as Blu DeTiger, is an American singer-songwriter, musician and DJ. She is famously known for being brought to the attention of nu-disco duo The Knocks, who she is supporting on their 2019 American tour. Her debut single “In My Head”, was released in 2019, which was written, produced and visually directed by the duo."
Jana Horn,1LrML89CKJhZjgji63Bvx1,This artist doesn't have a bio yet! Stay tuned...
Jade Bird,7D8LuVnlyu91ndcPe70j7S,"Jade Bird, a British singer-songwriter with a country-folk acoustic sound, was influenced by strong working women such as her mother, grandmother, and music icons like Loretta Lynn and Patti Smith. She learned guitar at 12, moved to London at 16, and released her debut EP, ""Something American,"" in 2017 to critical acclaim. Rolling Stone named her as a ""new country artist you need to know,"" and she was a nominee of the BBC ""Sound of..."" poll. (Summarized by ChatGPT)"
Cornelia Murr,1FdUgjmEeGCpmAxXatjiEG,"Cornelia Murr's debut album, Lake Tear of the Clouds, produced by Jim James of My Morning Jacket, combines folk and cosmic soul music to create a hazy and ghostly soundscape that pays homage to the Hudson Valley of New York. Her voice flows with a liquid grace, like the cyclical journey of water from the highest point to the valley below and out to sea. (Summarized by ChatGPT)"
Betty Who,0t3QQl52F463sxGXb1ckhB,"Betty Who, born Jessica Anne Newham in Sydney, is an Australian musician and singer-songwriter who began her career as a classical cellist before developing an interest in singing and pop music. She gained widespread acclaim in 2012 with her hit song ""Somebody Loves You"", which led to her first album, Take Me When You Go, and three subsequent EPs. She later released the album Betty, which marked her return to her old sound with greater confidence and maturity. In 2018, she became an independent artist after ending her contract with RCA Records. (Summarized by ChatGPT)"
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,"Adrianne Lenker (born July 9, 1991) is an American singer-songwriter from Plymouth, Minnesota. She is the guitarist and lead vocalist of Brooklyn-based indie rock band Big Thief. She has also released four solo albums and two EPs with her former husband, Big Thief co-founder Buck Meek."
Faye Webster,5szilpXHcwOqnyKLqGco5j,"Faye Webster is a indie singer-songwriter from Atlanta, Georgia. Her music is influenced by lap-steel ‘70s pop and her city’s rap and R&B community."
Mia Joy,5a3lFI5IJGQbpMTdjrehHl,This artist doesn't have a bio yet! Stay tuned...
Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe,"Sharon Van Etten is an American singer-songwriter with a folk-influenced sound known for her heavy use of harmonies. She began songwriting in high school and studied multiple instruments. Her second album, Epic, is often considered her breakout release, and the closing track has been covered by Bon Iver and The National. (Summarized by ChatGPT)"
Becca Mancari,5n9jfCRA7AFY1JfYc5ZYK5,This artist doesn't have a bio yet! Stay tuned...
Tierra Whack,4lPl9gqgox3JDiaJ1yklKh,"Tierra Whack, originally known as Dizzle Dizz, is an American rapper from Philadelphia, PA.  She debuted in 2018 with the audiovisual album Whack World.  Growing artistically in Philly’s battle rap scene, her main musical influences are Lauryn Hill, André 3000, Eminem, Missy Elliott, and Busta Rhymes."
girl in red,3uwAm6vQy7kWPS2bciKWx9,"Girl in red is a Norwegian singer-songwriter born in 1999. She gained attention after uploading music to SoundCloud under the name lyfsuxx, later changing it to girl in red. Her debut EP, chapter 1, was released in 2018 and her second EP, chapter 2, was released in 2019. She has received praise from various publications including The Fader and The New York Times. (Summarized by ChatGPT)"
spill tab,3qqkHeEhezlIaNj1vFYH2r,This artist doesn't have a bio yet! Stay tuned...
Leith Ross,4nxKz1dRYXnsGzN1lUURtG,"Leith Ross is a musician who writes intimate and honest songs inspired by artists such as Feist and Phoebe Bridgers. Their debut EP, Motherwell, was recorded in a single afternoon with fellow students from Humber College, where Ross graduated from. (Summarized by ChatGPT)"
Lauren Aquilina,22qLnGc8B1btqty6d0Qnlm,"Lauren Amber Aquilina is an English singer and songwriter who gained popularity through her EP trilogy ""Fools"", ""Sinners"" and ""Liars"". She headlined the BBC Introducing stage at the Reading and Leeds Festival in 2013 and opened for Taylor Swift's 1989 World Tour in London. Though she had announced not to release any more music in 2016, she released her next single ""Psycho"" in September 2018 which received over 100,000 streams on Spotify in its first weekend. (Summarized by ChatGPT)"
Shannon Lay,1Kssd2mp7BMKGZUUKncUt6,"Shannon Lay's second LP, Living Water, is an instant classic with a voice that transcends time and space. With 14 tracks recorded in Emmet Kelly's Los Angeles home studio, this is music so potent that it exists outside the realms of time. The album was released on Kevin Morby's new imprint with Woodsist Records. (Summarized by ChatGPT)"
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,"Lucy Dacus is a singer-songwriter and producer from Richmond, Virginia, known for her powerful lyrics and low, mournful voice. She has released three critically acclaimed albums, No Burden (2016), Historian (2018), and Home Video (2021), and is a member of the indie rock super-group boygenius. Her queer and Christian upbringing influences her lyrics. (Summarized by ChatGPT)"
Rosie Darling,6kDXH8d9LugUAsHIozzDAI,"Rosie Darling started writing songs at the age of fourteen after her dad taught her a few guitar chords, and recording came naturally to her. After casually writing and performing during high school and college, she pursued music seriously, toplining and connecting with producers. In 2017, she released “L.A.,” with producer OKO, which garnered millions of streams on Spotify. Later, she wrote “Never Be The Same” for Tritonal, which hit number one on SiriusXM’s BPM radio. After two years in LA, she has built a strong network and released her debut EP Coping on Nettwerk Records. (Summarized by ChatGPT)"
Tenci,5ptfrHC6idq4KnsXBk5tup,"Jess Shoman's Tenci release their second album, A Swollen River, A Well Overflowing, which celebrates self-rejuvenation and reframing complex emotions in a fable-like collection of 12 songs. Though exploring serious themes, the band's interplay of instruments and playful vocals radiate warmth and light-heartedness. (Summarized by ChatGPT)"
The Staves,5G49Sq5mMzAkGL4ZP6eVPY,"The Staves are a folk rock trio of sisters from Hertfordshire, UK, who gained attention while supporting The Civil Wars and Bon Iver. They released their debut album, Dead & Born & Grown in 2012, produced by Glyn Johns and Ethan Johns. Their second album, If I Was, debuted at #14 on the Official UK Album Chart. (Summarized by ChatGPT)"
Annie DiRusso,58jk0945bnQBG9xfij6hHw,"Anne DiRusso is a Nashville-based indie rock artist, best known for her 2018 single ‘Don’t Swerve’."
Mereba,294lNTPZfdqyzt8qnxmFiL,"Marian Mereba (b. September 19, 1987), known mononymously as Mereba, is a singer, songwriter, and producer based between Atlanta and Los Angeles. She is known for frequent collaborations with members of the Atlanta-based collective, Spillage Village.  After years of singles and EPs, she released her debut album, The Jungle Is the Only Way Out, on February 27, 2019."
Laura Stevenson,1lVadNivMiSkc2N6irhWdg,"Laura Anne Stevenson (born April 25, 1984) is an American singer-songwriter based on Long Island, New York, and formerly a keyboard player for the musical collective Bomb The Music Industry!"
Mitski,2uYWxilOVlUdk4oV9DvwqK,"Mitski Miyawaki, known mononymously as Mitski, is a Japanese-American singer-songwriter.  Her sound ranges from indie-rock, indie-pop, art pop, pop, and alternative."
Miya Folick,1jFVu6Z7wmwywivOeBTSIV,"Miya Folick is an American singer-songwriter based in Los Angeles, California.  Originally from Santa Ana, California, Folick grew up going to a Jodo Shinshu Buddhist church in Orange County. After dropping out of NYU, she learned guitar from a high school friend and began writing songs."
Ashley Kutcher,1Zi1c8sWZTy5rDiN3lAuEj,"Ashley Kutcher is a 22-year-old pop artist from Baltimore, Maryland. She gained a larger fanbase after releasing her single ""Love You From a Distance"" which gained over one million Spotify plays in two weeks. Despite pursuing a nursing degree, Ashley decided to leave nursing to focus on her music career full time. (Summarized by ChatGPT)"
Jack River,4xrDCETyApzUQ6xzcc6QtS,"Holly Rankin, also known as Jack River, is a Sydney-based Australian singer-songwriter and multi-instrumentalist producer. She gained a loyal local following for her laid-back, Psych-tinged electropop and caught the attention of I Oh You Records. Her debut album Sugar Mountain contains 13 tracks that recount her painful memories, including the tragic accident that claimed the life of her younger sister when she was 14. (Summarized by ChatGPT)"
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,"BENEE is a New Zealand singer-songwriter who started posting music on Soundcloud in 2017, catching the attention of producer Josh Fountain. Her break-out single “Soaked” was featured on triple j’s hottest 100 in 2018. BENEE debuted her EP ""Fire on Marzz"" in 2019, followed by a second EP in 2020 featuring a feature from tourmate Jack Berry and American musician Gus Dapperton. Her song “Supalonely” went viral on Tiktok in March 2020, becoming her first song on the Billboard Hot 100, peaking at #39. (Summarized by ChatGPT)"
Alex the Astronaut,42NjRVKqEGe2DkGvlUd5qM,"Alex Lynn is a former soccer player turned musician who creates heart-swelling folk-infused pop songs under the name Alex the Astronaut. Originally from Sydney, they moved to New York on a soccer scholarship in 2017 to study Math and Physics at Long Island University. Their debut album ""The Theory of Absolutely Nothing"" follows two EPs and a slew of big singles, including “Already Home,” which became a hit with the now-iconic line “And there’s billionaires for presidents / And parking fines at hospitals.” They have played at various international festivals, including The UK’s Great Escape and Primavera Sound in Spain. (Summarized by ChatGPT)"
Dora Jar,4V30Q8ACPdJCcAmAYibfrH,This artist doesn't have a bio yet! Stay tuned...
chloe moriondo,3P4vW5tzQvmuoNaFQqzy9q,"Chloe Moriondo is a Michigan-based musician who primarily plays the ukulele and guitar, and uses she/they pronouns. Her covers and original songs on YouTube got millions of viewers, leading to collaborations and tours with other musicians such as Cavetown.  She has released several albums and EPs, and her 2022 album SUCKERPUNCH features hard-hitting tracks and is her first foray into hyperpop. She has also collaborated with other musicians on albums and mixtapes. (Summarized by ChatGPT)"
Vera Blue,5ujrA1eZLDHR7yQ6FZa2qA,"Vera Blue is a singer/songwriter from Australia known for her hit singles ‘'Papercuts’' and ‘'Regular Touch’'. After finishing third in The Voice Australia, she released an album and an EP under her real name before launching her new artist project under the name of Vera Blue in 2016. Her debut album Perennial, released in 2017, features the hit singles ""Regular Touch"" and ""Mended"" as well as collaborations with Kodie Shane on ""Lady Powers"" and Flume on ""Rushing Back"". (Summarized by ChatGPT)"
Okay Kaya,7d64ZVOXg02y73HB5UMqkb,"Kaya Wilkins, better known by her stage name Okay Kaya, is a Norwegian singer-songwriter.  She was born in New Jersey before moving to Norway, and now she lives and works in New York City.  She is also an actress and a model."
