name,id,popularity,image,embded
Raveena,2kQnsbKnIiMahOetwlfcaS,59,https://images.genius.com/ed3b9252b5b3b47b43c87c69a0e1ee0e.1000x1000x1.jpg,https://open.spotify.com/embed/artist/2kQnsbKnIiMahOetwlfcaS?utm_source=generator&theme=0
Blondshell,7qrEXiLLnWkkYHhadZ1Oij,47,https://images.genius.com/47865f8fc8a00c474b1e736fdbeed2fc.1000x1000x1.jpg,https://open.spotify.com/embed/artist/7qrEXiLLnWkkYHhadZ1Oij?utm_source=generator&theme=0
Bedouine,6IiZemRMna678qNhiRkYI5,49,https://images.genius.com/a134cf8e0f6a6b8c0092ccfd13fb5f27.718x718x1.jpg,https://open.spotify.com/embed/artist/6IiZemRMna678qNhiRkYI5?utm_source=generator&theme=0
Kita Alexander,3CGuwWgoCYSO5Z72H5G2Ec,45,https://images.genius.com/6848dbe7f9e2ff6ac3c19f7be35d8acc.816x816x1.jpg,https://open.spotify.com/embed/artist/3CGuwWgoCYSO5Z72H5G2Ec?utm_source=generator&theme=0
Julia Jacklin,12fRkVfO2fUsz1QHgDAG3g,58,https://images.genius.com/3d7a4d16cebc25d9ca8c296545c180de.1000x1000x1.jpg,https://open.spotify.com/embed/artist/12fRkVfO2fUsz1QHgDAG3g?utm_source=generator&theme=0
Tomberlin,0jzaoSt5gOC04OWBqN78VS,44,https://images.genius.com/9b2e801373e66fcc8e6bcd8bc4477309.958x958x1.png,https://open.spotify.com/embed/artist/0jzaoSt5gOC04OWBqN78VS?utm_source=generator&theme=0
Boyish,6VgPyGeGO86DztjK7GCYT3,45,https://images.genius.com/1711ad6c973c6f077086efce835a8aa7.750x750x1.jpg,https://open.spotify.com/embed/artist/6VgPyGeGO86DztjK7GCYT3?utm_source=generator&theme=0
FLETCHER,5qa31A9HySw3T7MKWI9bGg,70,https://images.genius.com/a169517afc394aabaeb516dfcbf7a1c1.1000x1000x1.jpg,https://open.spotify.com/embed/artist/5qa31A9HySw3T7MKWI9bGg?utm_source=generator&theme=0
Molly Burch,6bEYoIUTLdcs4lZBNVw5L5,41,https://images.genius.com/850491d3e6a5aa0240e9f012b369fe46.554x554x1.jpg,https://open.spotify.com/embed/artist/6bEYoIUTLdcs4lZBNVw5L5?utm_source=generator&theme=0
Sophie Holohan,4kpaI92KQcPABQj9qxIopw,49,https://images.genius.com/a23d8b46dbd0003ca59a5c56f5944110.663x663x1.jpg,https://open.spotify.com/embed/artist/4kpaI92KQcPABQj9qxIopw?utm_source=generator&theme=0
SASAMI,4pdoRs7yHNXakMobf8M9Oz,39,https://images.genius.com/903efc6a3f7a1344df2977f4493761d6.640x640x1.jpg,https://open.spotify.com/embed/artist/4pdoRs7yHNXakMobf8M9Oz?utm_source=generator&theme=0
U.S. Girls,3AHFDfqhSqPBecjQDIOIJA,48,https://images.genius.com/50caf48d2557c91eaa8e310c8efb661c.958x958x1.jpg,https://open.spotify.com/embed/artist/3AHFDfqhSqPBecjQDIOIJA?utm_source=generator&theme=0
girlhouse,7AWyYXZ5tIc0xNSfKLD3QX,45,https://images.genius.com/12f9d819b211939fea8fdbd168180d00.500x500x1.jpg,https://open.spotify.com/embed/artist/7AWyYXZ5tIc0xNSfKLD3QX?utm_source=generator&theme=0
Rosie Darling,6kDXH8d9LugUAsHIozzDAI,62,https://images.genius.com/49e780e5a9b3a3b6681a1caaa2768206.640x640x1.jpg,https://open.spotify.com/embed/artist/6kDXH8d9LugUAsHIozzDAI?utm_source=generator&theme=0
Cavetown,2hR4h1Cao2ueuI7Cx9c7V8,74,https://images.genius.com/8a593bb216e2e666a24bdda7ce870f66.640x640x1.jpg,https://open.spotify.com/embed/artist/2hR4h1Cao2ueuI7Cx9c7V8?utm_source=generator&theme=0
Lauren Weintraub,0eYsDVXAe2mc4F8QrBLHAq,48,https://images.genius.com/8fb3a22ae465f7e56bd93e0f1130e7dd.400x400x1.jpg,https://open.spotify.com/embed/artist/0eYsDVXAe2mc4F8QrBLHAq?utm_source=generator&theme=0
Madison McFerrin,02zPEtdzUWnPToEVLRiQ7e,47,https://images.genius.com/068903c0aeaf6b68f3b01cf2ee93340d.1000x1000x1.jpg,https://open.spotify.com/embed/artist/02zPEtdzUWnPToEVLRiQ7e?utm_source=generator&theme=0
Soccer Mommy,4wXchxfTTggLtzkoUhO86Q,56,https://images.genius.com/75b80504654f84e40f7942114635a0eb.1000x1000x1.jpg,https://open.spotify.com/embed/artist/4wXchxfTTggLtzkoUhO86Q?utm_source=generator&theme=0
Charlotte Day Wilson,3GQboECxDT1xqPPWC30p7v,61,https://images.genius.com/5fcbe1283d12be9fcee5ae201903f58d.1000x1000x1.jpg,https://open.spotify.com/embed/artist/3GQboECxDT1xqPPWC30p7v?utm_source=generator&theme=0
Hope Tala,74CcYmmNeHKe5PrZaISk8e,55,https://images.genius.com/313c7451f39801407f4e93f594e13be5.1000x1000x1.jpg,https://open.spotify.com/embed/artist/74CcYmmNeHKe5PrZaISk8e?utm_source=generator&theme=0
Zolita,7nnTzZ5tZrPx14iDnmjksU,53,https://images.genius.com/f6809c531326f14c53aeef66238c10b9.1000x1000x1.jpg,https://open.spotify.com/embed/artist/7nnTzZ5tZrPx14iDnmjksU?utm_source=generator&theme=0
Angel Olsen,6mKqFxGMS5TGDZI3XkT5Rt,58,https://images.genius.com/b9bd0ef4aa95c35c2d567e28d46c04e1.1000x1000x1.jpg,https://open.spotify.com/embed/artist/6mKqFxGMS5TGDZI3XkT5Rt?utm_source=generator&theme=0
Alexa Cappelli,3L733apFuBmRr4GEVvhh9x,52,https://images.genius.com/9fed12365866373af8a4ca10fe4f06cc.1000x1000x1.jpg,https://open.spotify.com/embed/artist/3L733apFuBmRr4GEVvhh9x?utm_source=generator&theme=0
VÉRITÉ,1Fr6agZ6iSM5Ynn2k4C8sc,53,https://images.genius.com/cda349bde65d4ad9a4b051db66e49dab.1000x1000x1.jpg,https://open.spotify.com/embed/artist/1Fr6agZ6iSM5Ynn2k4C8sc?utm_source=generator&theme=0
Haley Joelle,4pZOG8ump4odtJJA4Cy7S8,59,https://images.genius.com/2f462290abbef54d254ca08a29dd1784.1000x1000x1.jpg,https://open.spotify.com/embed/artist/4pZOG8ump4odtJJA4Cy7S8?utm_source=generator&theme=0
Baby Queen,4VqlewwKZJoIcA88PYHUDd,51,https://images.genius.com/a1956d3f32d6444c43d14a561c0d82c8.1000x1000x1.png,https://open.spotify.com/embed/artist/4VqlewwKZJoIcA88PYHUDd?utm_source=generator&theme=0
boygenius,1hLiboQ98IQWhpKeP9vRFw,66,https://images.genius.com/a6868f48c2bdf92308eb110b1431a4a7.1000x1000x1.jpg,https://open.spotify.com/embed/artist/1hLiboQ98IQWhpKeP9vRFw?utm_source=generator&theme=0
Hatchie,3d7MqowTZa2bC5iy1JXLLt,43,https://images.genius.com/8bb9529d7062bdf65becbdda6f1f5fd0.448x448x1.jpg,https://open.spotify.com/embed/artist/3d7MqowTZa2bC5iy1JXLLt?utm_source=generator&theme=0
Suki Waterhouse,5GGJosGMs08YEmKTZJe1fL,67,https://images.genius.com/3c405a39746b78945b0f31bf5d728cff.680x680x1.jpg,https://open.spotify.com/embed/artist/5GGJosGMs08YEmKTZJe1fL?utm_source=generator&theme=0
Yazmin Lacey,2datC2OML2YxykP6vnDRmg,52,https://images.genius.com/501ea539069b91726decaf11f9744c4b.645x645x1.jpg,https://open.spotify.com/embed/artist/2datC2OML2YxykP6vnDRmg?utm_source=generator&theme=0
Rico Nasty,2OaHYHb2XcFPvqL3VsyPzU,66,https://images.genius.com/bc144a9918f1dcbf73cff97aecf6575c.1000x1000x1.jpg,https://open.spotify.com/embed/artist/2OaHYHb2XcFPvqL3VsyPzU?utm_source=generator&theme=0
girlpuppy,2dV0D4uKMB4c8VhYHzt360,35,https://images.genius.com/3ff5aaed1a8862b4c5fdd0f5aadaf218.400x400x1.jpg,https://open.spotify.com/embed/artist/2dV0D4uKMB4c8VhYHzt360?utm_source=generator&theme=0
Jess Williamson,784kOgkd1H6jU4KgPMYHi9,45,https://images.genius.com/9e58bcf98338d158189c374fc04a606f.952x952x1.jpg,https://open.spotify.com/embed/artist/784kOgkd1H6jU4KgPMYHi9?utm_source=generator&theme=0
Katy Kirby,3ZH4IYVc5qVlKyJoZhGpwy,42,https://images.genius.com/8c16b667c849aec64a92761e2178cc98.1000x1000x1.jpg,https://open.spotify.com/embed/artist/3ZH4IYVc5qVlKyJoZhGpwy?utm_source=generator&theme=0
Allie Crow Buckley,4zWJqtFs82kB6LSMY20ggp,32,https://images.genius.com/1a53f34f7da342264eab20fc58045613.800x800x1.jpg,https://open.spotify.com/embed/artist/4zWJqtFs82kB6LSMY20ggp?utm_source=generator&theme=0
Wallice,6d6ts87Fxm1EdULf4CaLw4,48,https://images.genius.com/b5bcb0829a748d9976a322a9883fb21f.640x640x1.jpg,https://open.spotify.com/embed/artist/6d6ts87Fxm1EdULf4CaLw4?utm_source=generator&theme=0
Joy Crookes,5XMyhVhi5ZN2pi0Qwi1zXS,63,https://images.genius.com/e241d9b64641cc041cdf61167c116734.600x600x1.jpg,https://open.spotify.com/embed/artist/5XMyhVhi5ZN2pi0Qwi1zXS?utm_source=generator&theme=0
Jay Som,1wmiQ6ytATiGnJs6uFluKO,49,https://images.genius.com/e733add7f8f0ed2e01f73f0272f8fbde.1000x1000x1.jpg,https://open.spotify.com/embed/artist/1wmiQ6ytATiGnJs6uFluKO?utm_source=generator&theme=0
mxmtoon,0HthCchcL0kVLHTr113Vk1,67,https://images.genius.com/e821f548929d27748c2f62bad0835a86.1000x1000x1.jpg,https://open.spotify.com/embed/artist/0HthCchcL0kVLHTr113Vk1?utm_source=generator&theme=0
Oh Pep!,3L9rqEIsNSaOcx2QIstn7v,31,https://images.genius.com/f84de803111e0f3a9fd622e1a86e22a5.1000x1000x1.jpg,https://open.spotify.com/embed/artist/3L9rqEIsNSaOcx2QIstn7v?utm_source=generator&theme=0
Empress Of,5QuBVnBPEzwYvFrgBbwpmU,55,https://images.genius.com/821cc3d7130b0fc5efca3635ea0299ca.1000x1000x1.jpg,https://open.spotify.com/embed/artist/5QuBVnBPEzwYvFrgBbwpmU?utm_source=generator&theme=0
Hurray For The Riff Raff,2xLEV2jDreAOcpJXFNoXyt,45,https://images.genius.com/5aaea1b51f03e4195347a3a118bc68c6.720x720x1.jpg,https://open.spotify.com/embed/artist/2xLEV2jDreAOcpJXFNoXyt?utm_source=generator&theme=0
Caroline Rose,06W84OT2eFUNVwG85UsxJw,54,https://images.genius.com/1088ac42e854c241e5c140d76c441222.1000x1000x1.jpg,https://open.spotify.com/embed/artist/06W84OT2eFUNVwG85UsxJw?utm_source=generator&theme=0
Lydia Luce,5e1SaJPn6U7YpOrNTkW1jH,41,https://images.genius.com/0c388830e6deb709cf33fbf96fc693a7.896x896x1.jpg,https://open.spotify.com/embed/artist/5e1SaJPn6U7YpOrNTkW1jH?utm_source=generator&theme=0
Julien Baker,12zbUHbPHL5DGuJtiUfsip,66,https://images.genius.com/3a2cf645b52b3455178ea075d819dc67.1000x1000x1.jpg,https://open.spotify.com/embed/artist/12zbUHbPHL5DGuJtiUfsip?utm_source=generator&theme=0
Wilma Laverne Miner,5f7gSCzm2HHLDFWrkqZFgm,29,https://images.genius.com/c87090b054be7f4491eb0e134c2a2d84.802x802x1.jpg,https://open.spotify.com/embed/artist/5f7gSCzm2HHLDFWrkqZFgm?utm_source=generator&theme=0
Orla Gartland,3ajf12ub55b51qcS94d9Co,55,https://images.genius.com/c1d941b2bf2516ccf1cd9fe0a6c6d365.976x976x1.jpg,https://open.spotify.com/embed/artist/3ajf12ub55b51qcS94d9Co?utm_source=generator&theme=0
Blu DeTiger,5NyCIBCeU080ynEj33S4hC,51,https://images.genius.com/b0aae5d77eb04e6bc36b739242545853.400x400x1.jpg,https://open.spotify.com/embed/artist/5NyCIBCeU080ynEj33S4hC?utm_source=generator&theme=0
Jana Horn,1LrML89CKJhZjgji63Bvx1,37,https://images.genius.com/888814afd1bbd791d670b91855cc687f.1000x1000x1.jpg,https://open.spotify.com/embed/artist/1LrML89CKJhZjgji63Bvx1?utm_source=generator&theme=0
Jade Bird,7D8LuVnlyu91ndcPe70j7S,50,https://images.genius.com/8e9c27670494e80a0bbff0c990491ee9.1000x1000x1.jpg,https://open.spotify.com/embed/artist/7D8LuVnlyu91ndcPe70j7S?utm_source=generator&theme=0
Cornelia Murr,1FdUgjmEeGCpmAxXatjiEG,40,https://images.genius.com/37de1cbcd6d9e4b7e64a96fe00d9fc48.809x809x1.jpg,https://open.spotify.com/embed/artist/1FdUgjmEeGCpmAxXatjiEG?utm_source=generator&theme=0
Betty Who,0t3QQl52F463sxGXb1ckhB,59,https://images.genius.com/146d4faf3cac9e18ea049a1c8a43aeca.1000x1000x1.jpg,https://open.spotify.com/embed/artist/0t3QQl52F463sxGXb1ckhB?utm_source=generator&theme=0
Adrianne Lenker,4aKWmkWAKviFlyvHYPTNQY,56,https://images.genius.com/39b5073c83f17abfe2e6c1dc2fbc9230.799x799x1.png,https://open.spotify.com/embed/artist/4aKWmkWAKviFlyvHYPTNQY?utm_source=generator&theme=0
Faye Webster,5szilpXHcwOqnyKLqGco5j,65,https://images.genius.com/47c95c5f612887581f515c5debfca427.750x750x1.jpg,https://open.spotify.com/embed/artist/5szilpXHcwOqnyKLqGco5j?utm_source=generator&theme=0
Mia Joy,5a3lFI5IJGQbpMTdjrehHl,39,https://images.genius.com/d34ea480ad4244f366022cd6f9a42c9d.1000x1000x1.jpg,https://open.spotify.com/embed/artist/5a3lFI5IJGQbpMTdjrehHl?utm_source=generator&theme=0
Sharon Van Etten,2wJ4vsxWd7df7dRU4KcoDe,58,https://images.genius.com/5ce82e3eaff6d2b570708034a4aa56c9.874x874x1.jpg,https://open.spotify.com/embed/artist/2wJ4vsxWd7df7dRU4KcoDe?utm_source=generator&theme=0
Becca Mancari,5n9jfCRA7AFY1JfYc5ZYK5,39,https://images.genius.com/0b325faa77bdf122d132740975bf4c59.400x400x1.jpg,https://open.spotify.com/embed/artist/5n9jfCRA7AFY1JfYc5ZYK5?utm_source=generator&theme=0
Tierra Whack,4lPl9gqgox3JDiaJ1yklKh,61,https://images.genius.com/ca179ee275ceafa29ba14f685f7b3948.467x467x1.png,https://open.spotify.com/embed/artist/4lPl9gqgox3JDiaJ1yklKh?utm_source=generator&theme=0
girl in red,3uwAm6vQy7kWPS2bciKWx9,76,https://images.genius.com/71df2073af68fc0210094d53b426291a.640x640x1.jpg,https://open.spotify.com/embed/artist/3uwAm6vQy7kWPS2bciKWx9?utm_source=generator&theme=0
spill tab,3qqkHeEhezlIaNj1vFYH2r,54,https://images.genius.com/80f2ce38b359d6d009c658af7e5541e6.1000x1000x1.jpg,https://open.spotify.com/embed/artist/3qqkHeEhezlIaNj1vFYH2r?utm_source=generator&theme=0
Leith Ross,4nxKz1dRYXnsGzN1lUURtG,59,https://images.genius.com/06f9cb29fb6125ecd6e9179b5b48cd85.1000x1000x1.jpg,https://open.spotify.com/embed/artist/4nxKz1dRYXnsGzN1lUURtG?utm_source=generator&theme=0
Lauren Aquilina,22qLnGc8B1btqty6d0Qnlm,47,https://images.genius.com/62aedefdf2266b9a13da22d2914f3c0d.1000x1000x1.jpg,https://open.spotify.com/embed/artist/22qLnGc8B1btqty6d0Qnlm?utm_source=generator&theme=0
Shannon Lay,1Kssd2mp7BMKGZUUKncUt6,45,https://images.genius.com/ff8c96443f4d9a3d7433029b65b01b8a.1000x1000x1.jpg,https://open.spotify.com/embed/artist/1Kssd2mp7BMKGZUUKncUt6?utm_source=generator&theme=0
Lucy Dacus,07D1Bjaof0NFlU32KXiqUP,68,https://images.genius.com/d1e5378557504a50dada6968b57086b8.999x999x1.jpg,https://open.spotify.com/embed/artist/07D1Bjaof0NFlU32KXiqUP?utm_source=generator&theme=0
Rosie Darling,6kDXH8d9LugUAsHIozzDAI,62,https://images.genius.com/cef50fbc8fdefca5628c94ee6582cbf3.640x640x1.jpg,https://open.spotify.com/embed/artist/6kDXH8d9LugUAsHIozzDAI?utm_source=generator&theme=0
Tenci,5ptfrHC6idq4KnsXBk5tup,26,https://images.genius.com/a6bc36d55ba200edb8d08af22475074d.529x529x1.jpg,https://open.spotify.com/embed/artist/5ptfrHC6idq4KnsXBk5tup?utm_source=generator&theme=0
The Staves,5G49Sq5mMzAkGL4ZP6eVPY,54,https://images.genius.com/3336886182be46b03e461b354208bb66.1000x1000x1.jpg,https://open.spotify.com/embed/artist/5G49Sq5mMzAkGL4ZP6eVPY?utm_source=generator&theme=0
Annie DiRusso,58jk0945bnQBG9xfij6hHw,44,https://images.genius.com/22dfb4b095442416a137eb1ec1b065ca.985x985x1.jpg,https://open.spotify.com/embed/artist/58jk0945bnQBG9xfij6hHw?utm_source=generator&theme=0
Mereba,294lNTPZfdqyzt8qnxmFiL,61,https://images.genius.com/e2ca3fe77c65059322789765fc565e5d.1000x1000x1.jpg,https://open.spotify.com/embed/artist/294lNTPZfdqyzt8qnxmFiL?utm_source=generator&theme=0
Laura Stevenson,1lVadNivMiSkc2N6irhWdg,39,https://images.genius.com/1ecb4c4f5c21a8b74d09861b7389c7c9.1000x1000x1.jpg,https://open.spotify.com/embed/artist/1lVadNivMiSkc2N6irhWdg?utm_source=generator&theme=0
Mitski,2uYWxilOVlUdk4oV9DvwqK,80,https://images.genius.com/a2c069f036ef67e4fbcf8e87a0c6b0ac.522x522x1.png,https://open.spotify.com/embed/artist/2uYWxilOVlUdk4oV9DvwqK?utm_source=generator&theme=0
Miya Folick,1jFVu6Z7wmwywivOeBTSIV,46,https://images.genius.com/d793de48d1a65a18553da2b6c32b22ac.435x435x1.jpg,https://open.spotify.com/embed/artist/1jFVu6Z7wmwywivOeBTSIV?utm_source=generator&theme=0
Ashley Kutcher,1Zi1c8sWZTy5rDiN3lAuEj,58,https://images.genius.com/dfba24af239d79b7dca7252e4c5fac03.833x833x1.jpg,https://open.spotify.com/embed/artist/1Zi1c8sWZTy5rDiN3lAuEj?utm_source=generator&theme=0
Jack River,4xrDCETyApzUQ6xzcc6QtS,47,https://images.genius.com/60d08e975d12374f570d182e3521038f.497x497x1.jpg,https://open.spotify.com/embed/artist/4xrDCETyApzUQ6xzcc6QtS?utm_source=generator&theme=0
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,69,https://images.genius.com/681fe97d66ab6514a24d3e9e492874ce.1000x1000x1.png,https://open.spotify.com/embed/artist/0Cp8WN4V8Tu4QJQwCN5Md4?utm_source=generator&theme=0
Alex the Astronaut,42NjRVKqEGe2DkGvlUd5qM,36,https://images.genius.com/9e95cecd34cd864c65189a46626916ba.579x579x1.png,https://open.spotify.com/embed/artist/42NjRVKqEGe2DkGvlUd5qM?utm_source=generator&theme=0
Dora Jar,4V30Q8ACPdJCcAmAYibfrH,46,https://images.genius.com/847e470c77680d6c539f16f7657e14e4.1000x1000x1.jpg,https://open.spotify.com/embed/artist/4V30Q8ACPdJCcAmAYibfrH?utm_source=generator&theme=0
chloe moriondo,3P4vW5tzQvmuoNaFQqzy9q,62,https://images.genius.com/2f986debe4d17f4ee6be82679de88e0b.900x900x1.jpg,https://open.spotify.com/embed/artist/3P4vW5tzQvmuoNaFQqzy9q?utm_source=generator&theme=0
Vera Blue,5ujrA1eZLDHR7yQ6FZa2qA,56,https://images.genius.com/0f2f9acea0efcf236fb92fce0ca60445.1000x1000x1.jpg,https://open.spotify.com/embed/artist/5ujrA1eZLDHR7yQ6FZa2qA?utm_source=generator&theme=0
Okay Kaya,7d64ZVOXg02y73HB5UMqkb,54,https://images.genius.com/322d8c93b53f23a6dcdcb29138a8d1e7.1000x1000x1.jpg,https://open.spotify.com/embed/artist/7d64ZVOXg02y73HB5UMqkb?utm_source=generator&theme=0
